record_id,snapshot_date,segment,source_id,list_position,irc_status_prefixes,display_nickname,raw_line,privacy_classification,civil_identity_linked,sensitive_data_included,normalized_duplicate_count
cb_20021128_0001,2002-11-28,male,canalbarra_cadastros_20021128_male,1,@,BarMan,@ BarMan,historical_public_nickname,false,false,1
cb_20021128_0002,2002-11-28,male,canalbarra_cadastros_20021128_male,2,@,Biano-,@ Biano-,historical_public_nickname,false,false,1
cb_20021128_0003,2002-11-28,male,canalbarra_cadastros_20021128_male,3,@,Brumarx,@ Brumarx,historical_public_nickname,false,false,1
cb_20021128_0004,2002-11-28,male,canalbarra_cadastros_20021128_male,4,@,Daniel_Recreio,@ Daniel_Recreio,historical_public_nickname,false,false,1
cb_20021128_0005,2002-11-28,male,canalbarra_cadastros_20021128_male,5,@,DrNando,@ DrNando,historical_public_nickname,false,false,1
cb_20021128_0006,2002-11-28,male,canalbarra_cadastros_20021128_male,6,@,Lucas_Rio,@ Lucas_Rio,historical_public_nickname,false,false,1
cb_20021128_0007,2002-11-28,male,canalbarra_cadastros_20021128_male,7,@,Mad,@ Mad,historical_public_nickname,false,false,1
cb_20021128_0008,2002-11-28,male,canalbarra_cadastros_20021128_male,8,@,Marssel,@ Marssel,historical_public_nickname,false,false,1
cb_20021128_0009,2002-11-28,male,canalbarra_cadastros_20021128_male,9,@,MooRa,@ MooRa,historical_public_nickname,false,false,1
cb_20021128_0010,2002-11-28,male,canalbarra_cadastros_20021128_male,10,@,Mr_Angelo,@ Mr_Angelo,historical_public_nickname,false,false,1
cb_20021128_0011,2002-11-28,male,canalbarra_cadastros_20021128_male,11,@,NEGAUM,@ NEGAUM,historical_public_nickname,false,false,1
cb_20021128_0012,2002-11-28,male,canalbarra_cadastros_20021128_male,12,@,Soneca_Farol,@ Soneca_Farol,historical_public_nickname,false,false,1
cb_20021128_0013,2002-11-28,male,canalbarra_cadastros_20021128_male,13,@,SUPERHOMEM-RJ,@ SUPERHOMEM-RJ,historical_public_nickname,false,false,1
cb_20021128_0014,2002-11-28,male,canalbarra_cadastros_20021128_male,14,@,VaNZaN,@ VaNZaN,historical_public_nickname,false,false,1
cb_20021128_0015,2002-11-28,male,canalbarra_cadastros_20021128_male,15,+,|Ryan|,+ |Ryan|,historical_public_nickname,false,false,1
cb_20021128_0016,2002-11-28,male,canalbarra_cadastros_20021128_male,16,+,Anj|nh0,+ Anj|nh0,historical_public_nickname,false,false,1
cb_20021128_0017,2002-11-28,male,canalbarra_cadastros_20021128_male,17,+,BigDigo,+ BigDigo,historical_public_nickname,false,false,1
cb_20021128_0018,2002-11-28,male,canalbarra_cadastros_20021128_male,18,+,Don_Ruan_Del_Rio,+ Don_Ruan_Del_Rio,historical_public_nickname,false,false,1
cb_20021128_0019,2002-11-28,male,canalbarra_cadastros_20021128_male,19,+,Ibson_JUNIOR,+ Ibson_JUNIOR,historical_public_nickname,false,false,1
cb_20021128_0020,2002-11-28,male,canalbarra_cadastros_20021128_male,20,+,PedroRio,+ PedroRio,historical_public_nickname,false,false,1
cb_20021128_0021,2002-11-28,male,canalbarra_cadastros_20021128_male,21,+,|Ricardinho|,+ |Ricardinho|,historical_public_nickname,false,false,1
cb_20021128_0022,2002-11-28,male,canalbarra_cadastros_20021128_male,22,,"""Raphasiqueira-JPA""","""Raphasiqueira-JPA""",historical_public_nickname,false,false,1
cb_20021128_0023,2002-11-28,male,canalbarra_cadastros_20021128_male,23,,#***Ryu**,#***Ryu**,historical_public_nickname,false,false,1
cb_20021128_0024,2002-11-28,male,canalbarra_cadastros_20021128_male,24,,#*GOHN.BARRA#*,#*GOHN.BARRA#*,historical_public_nickname,false,false,1
cb_20021128_0025,2002-11-28,male,canalbarra_cadastros_20021128_male,25,,***RYU***,***RYU***,historical_public_nickname,false,false,1
cb_20021128_0026,2002-11-28,male,canalbarra_cadastros_20021128_male,26,,**GaRoTo-QiX**,**GaRoTo-QiX**,historical_public_nickname,false,false,1
cb_20021128_0027,2002-11-28,male,canalbarra_cadastros_20021128_male,27,,*_SaRaDo_Do_MeIeR_*,*_SaRaDo_Do_MeIeR_*,historical_public_nickname,false,false,1
cb_20021128_0028,2002-11-28,male,canalbarra_cadastros_20021128_male,28,,*>ALOHA<*,*>ALOHA<*,historical_public_nickname,false,false,1
cb_20021128_0029,2002-11-28,male,canalbarra_cadastros_20021128_male,29,,*Freak*,*Freak*,historical_public_nickname,false,false,1
cb_20021128_0030,2002-11-28,male,canalbarra_cadastros_20021128_male,30,,.: Edu :.,.: Edu :.,historical_public_nickname,false,false,1
cb_20021128_0031,2002-11-28,male,canalbarra_cadastros_20021128_male,31,,[Aviator-RJ-Barra],[Aviator-RJ-Barra],historical_public_nickname,false,false,1
cb_20021128_0032,2002-11-28,male,canalbarra_cadastros_20021128_male,32,,[Cray`],[Cray`],historical_public_nickname,false,false,1
cb_20021128_0033,2002-11-28,male,canalbarra_cadastros_20021128_male,33,,[DAVID],[DAVID],historical_public_nickname,false,false,1
cb_20021128_0034,2002-11-28,male,canalbarra_cadastros_20021128_male,34,,[DDeXTerr],[DDeXTerr],historical_public_nickname,false,false,1
cb_20021128_0035,2002-11-28,male,canalbarra_cadastros_20021128_male,35,,[ExTaSy-RJ],[ExTaSy-RJ],historical_public_nickname,false,false,1
cb_20021128_0036,2002-11-28,male,canalbarra_cadastros_20021128_male,36,,[GATO_MORENO],[GATO_MORENO],historical_public_nickname,false,false,1
cb_20021128_0037,2002-11-28,male,canalbarra_cadastros_20021128_male,37,,[Junior`],[Junior`],historical_public_nickname,false,false,1
cb_20021128_0038,2002-11-28,male,canalbarra_cadastros_20021128_male,38,,[leo-rj],[leo-rj],historical_public_nickname,false,false,1
cb_20021128_0039,2002-11-28,male,canalbarra_cadastros_20021128_male,39,,[MaRcAO_DiSpO],[MaRcAO_DiSpO],historical_public_nickname,false,false,1
cb_20021128_0040,2002-11-28,male,canalbarra_cadastros_20021128_male,40,,[P9]-Gato_Barra[Ws],[P9]-Gato_Barra[Ws],historical_public_nickname,false,false,1
cb_20021128_0041,2002-11-28,male,canalbarra_cadastros_20021128_male,41,,[Ws]_JoTa-jOtA_[BS],[Ws]_JoTa-jOtA_[BS],historical_public_nickname,false,false,1
cb_20021128_0042,2002-11-28,male,canalbarra_cadastros_20021128_male,42,,^{oO|GAZ|Oo}^,^{oO|GAZ|Oo}^,historical_public_nickname,false,false,1
cb_20021128_0043,2002-11-28,male,canalbarra_cadastros_20021128_male,43,,^XanDy_RJ^,^XanDy_RJ^,historical_public_nickname,false,false,1
cb_20021128_0044,2002-11-28,male,canalbarra_cadastros_20021128_male,44,,_^HUNTER^_,_^HUNTER^_,historical_public_nickname,false,false,1
cb_20021128_0045,2002-11-28,male,canalbarra_cadastros_20021128_male,45,,____m_^oo^_m____,____m_^oo^_m____,historical_public_nickname,false,false,1
cb_20021128_0046,2002-11-28,male,canalbarra_cadastros_20021128_male,46,,__LEO_,__LEO_,historical_public_nickname,false,false,1
cb_20021128_0047,2002-11-28,male,canalbarra_cadastros_20021128_male,47,,__PERON-RJ23,__PERON-RJ23,historical_public_nickname,false,false,1
cb_20021128_0048,2002-11-28,male,canalbarra_cadastros_20021128_male,48,,__-SpAc-__,__-SpAc-__,historical_public_nickname,false,false,1
cb_20021128_0049,2002-11-28,male,canalbarra_cadastros_20021128_male,49,,_B4D_B0Y_,_B4D_B0Y_,historical_public_nickname,false,false,1
cb_20021128_0050,2002-11-28,male,canalbarra_cadastros_20021128_male,50,,_Big_Brother_,_Big_Brother_,historical_public_nickname,false,false,1
cb_20021128_0051,2002-11-28,male,canalbarra_cadastros_20021128_male,51,,_BIMBINHO_,_BIMBINHO_,historical_public_nickname,false,false,1
cb_20021128_0052,2002-11-28,male,canalbarra_cadastros_20021128_male,52,,_BloG_,_BloG_,historical_public_nickname,false,false,1
cb_20021128_0053,2002-11-28,male,canalbarra_cadastros_20021128_male,53,,_coyote_barra_,_coyote_barra_,historical_public_nickname,false,false,1
cb_20021128_0054,2002-11-28,male,canalbarra_cadastros_20021128_male,54,,_Doido_,_Doido_,historical_public_nickname,false,false,1
cb_20021128_0055,2002-11-28,male,canalbarra_cadastros_20021128_male,55,,_interessante_,_interessante_,historical_public_nickname,false,false,1
cb_20021128_0056,2002-11-28,male,canalbarra_cadastros_20021128_male,56,,_LiPeBravU_,_LiPeBravU_,historical_public_nickname,false,false,1
cb_20021128_0057,2002-11-28,male,canalbarra_cadastros_20021128_male,57,,_Marlon_,_Marlon_,historical_public_nickname,false,false,1
cb_20021128_0058,2002-11-28,male,canalbarra_cadastros_20021128_male,58,,_METEORO_,_METEORO_,historical_public_nickname,false,false,1
cb_20021128_0059,2002-11-28,male,canalbarra_cadastros_20021128_male,59,,_OskleN_,_OskleN_,historical_public_nickname,false,false,1
cb_20021128_0060,2002-11-28,male,canalbarra_cadastros_20021128_male,60,,_PcunhA_,_PcunhA_,historical_public_nickname,false,false,1
cb_20021128_0061,2002-11-28,male,canalbarra_cadastros_20021128_male,61,,_PLAK_,_PLAK_,historical_public_nickname,false,false,1
cb_20021128_0062,2002-11-28,male,canalbarra_cadastros_20021128_male,62,,_ZIMMERMANN_,_ZIMMERMANN_,historical_public_nickname,false,false,1
cb_20021128_0063,2002-11-28,male,canalbarra_cadastros_20021128_male,63,,{Anjo_Loiro},{Anjo_Loiro},historical_public_nickname,false,false,1
cb_20021128_0064,2002-11-28,male,canalbarra_cadastros_20021128_male,64,,{Cari0ca},{Cari0ca},historical_public_nickname,false,false,1
cb_20021128_0065,2002-11-28,male,canalbarra_cadastros_20021128_male,65,,|_Raphael_|,|_Raphael_|,historical_public_nickname,false,false,1
cb_20021128_0066,2002-11-28,male,canalbarra_cadastros_20021128_male,66,,||LeLeCo||RoSaS||,||LeLeCo||RoSaS||,historical_public_nickname,false,false,1
cb_20021128_0067,2002-11-28,male,canalbarra_cadastros_20021128_male,67,,|AnJo_CaRiNhOsO|,|AnJo_CaRiNhOsO|,historical_public_nickname,false,false,1
cb_20021128_0068,2002-11-28,male,canalbarra_cadastros_20021128_male,68,,|CaTaTaU|,|CaTaTaU|,historical_public_nickname,false,false,1
cb_20021128_0069,2002-11-28,male,canalbarra_cadastros_20021128_male,69,,|Leandro|,|Leandro|,historical_public_nickname,false,false,1
cb_20021128_0070,2002-11-28,male,canalbarra_cadastros_20021128_male,70,,|MaFi0s0|,|MaFi0s0|,historical_public_nickname,false,false,1
cb_20021128_0071,2002-11-28,male,canalbarra_cadastros_20021128_male,71,,|Mickey|,|Mickey|,historical_public_nickname,false,false,1
cb_20021128_0072,2002-11-28,male,canalbarra_cadastros_20021128_male,72,,|PATIFE|,|PATIFE|,historical_public_nickname,false,false,1
cb_20021128_0073,2002-11-28,male,canalbarra_cadastros_20021128_male,73,,|Rogue|,|Rogue|,historical_public_nickname,false,false,1
cb_20021128_0074,2002-11-28,male,canalbarra_cadastros_20021128_male,74,,|-THOR-|,|-THOR-|,historical_public_nickname,false,false,1
cb_20021128_0075,2002-11-28,male,canalbarra_cadastros_20021128_male,75,,|Wakko|,|Wakko|,historical_public_nickname,false,false,1
cb_20021128_0076,2002-11-28,male,canalbarra_cadastros_20021128_male,76,,=====->ŠÑÎÞË® - KßÇÅ,=====->ŠÑÎÞË® - KßÇÅ,historical_public_nickname,false,false,1
cb_20021128_0077,2002-11-28,male,canalbarra_cadastros_20021128_male,77,,>>>>--> HULK <--<<<<,>>>>--> HULK <--<<<<,historical_public_nickname,false,false,1
cb_20021128_0078,2002-11-28,male,canalbarra_cadastros_20021128_male,78,,«¥Ig®¥»,«¥Ig®¥»,historical_public_nickname,false,false,1
cb_20021128_0079,2002-11-28,male,canalbarra_cadastros_20021128_male,79,,«JoTa-jOtA_[BS],«JoTa-jOtA_[BS],historical_public_nickname,false,false,1
cb_20021128_0080,2002-11-28,male,canalbarra_cadastros_20021128_male,80,,®VITAZ®,®VITAZ®,historical_public_nickname,false,false,1
cb_20021128_0081,2002-11-28,male,canalbarra_cadastros_20021128_male,81,,¹²»|« A N G E L ®»|«,¹²»|« A N G E L ®»|«,historical_public_nickname,false,false,1
cb_20021128_0082,2002-11-28,male,canalbarra_cadastros_20021128_male,82,,A_GOTA_Cerol_Fininho,A_GOTA_Cerol_Fininho,historical_public_nickname,false,false,1
cb_20021128_0083,2002-11-28,male,canalbarra_cadastros_20021128_male,83,,A-Arthuzinhu-BcS-BoB,A-Arthuzinhu-BcS-BoB,historical_public_nickname,false,false,1
cb_20021128_0084,2002-11-28,male,canalbarra_cadastros_20021128_male,84,,acai-com-granola-rj,acai-com-granola-rj,historical_public_nickname,false,false,1
cb_20021128_0085,2002-11-28,male,canalbarra_cadastros_20021128_male,85,,advogato_usa,advogato_usa,historical_public_nickname,false,false,1
cb_20021128_0086,2002-11-28,male,canalbarra_cadastros_20021128_male,86,,Advogato23_RJ,Advogato23_RJ,historical_public_nickname,false,false,1
cb_20021128_0087,2002-11-28,male,canalbarra_cadastros_20021128_male,87,,Afrociberdelia,Afrociberdelia,historical_public_nickname,false,false,1
cb_20021128_0088,2002-11-28,male,canalbarra_cadastros_20021128_male,88,,Agentejc,Agentejc,historical_public_nickname,false,false,1
cb_20021128_0089,2002-11-28,male,canalbarra_cadastros_20021128_male,89,,aguia,aguia,historical_public_nickname,false,false,1
cb_20021128_0090,2002-11-28,male,canalbarra_cadastros_20021128_male,90,,AH_JUNINHO_PAULISTA,AH_JUNINHO_PAULISTA,historical_public_nickname,false,false,1
cb_20021128_0091,2002-11-28,male,canalbarra_cadastros_20021128_male,91,,Alejandro-21-USA,Alejandro-21-USA,historical_public_nickname,false,false,1
cb_20021128_0092,2002-11-28,male,canalbarra_cadastros_20021128_male,92,,Alexandre,Alexandre,historical_public_nickname,false,false,1
cb_20021128_0093,2002-11-28,male,canalbarra_cadastros_20021128_male,93,,alexandre_18,alexandre_18,historical_public_nickname,false,false,1
cb_20021128_0094,2002-11-28,male,canalbarra_cadastros_20021128_male,94,,AlexandreHenrique,AlexandreHenrique,historical_public_nickname,false,false,1
cb_20021128_0095,2002-11-28,male,canalbarra_cadastros_20021128_male,95,,Alladin,Alladin,historical_public_nickname,false,false,1
cb_20021128_0096,2002-11-28,male,canalbarra_cadastros_20021128_male,96,,ALL-RJ,ALL-RJ,historical_public_nickname,false,false,1
cb_20021128_0097,2002-11-28,male,canalbarra_cadastros_20021128_male,97,,aloha,aloha,historical_public_nickname,false,false,1
cb_20021128_0098,2002-11-28,male,canalbarra_cadastros_20021128_male,98,,Alvinho,Alvinho,historical_public_nickname,false,false,1
cb_20021128_0099,2002-11-28,male,canalbarra_cadastros_20021128_male,99,,Amigo da Barra,Amigo da Barra,historical_public_nickname,false,false,1
cb_20021128_0100,2002-11-28,male,canalbarra_cadastros_20021128_male,100,,Anddinho,Anddinho,historical_public_nickname,false,false,1
cb_20021128_0101,2002-11-28,male,canalbarra_cadastros_20021128_male,101,,Anderson Sampa,Anderson Sampa,historical_public_nickname,false,false,1
cb_20021128_0102,2002-11-28,male,canalbarra_cadastros_20021128_male,102,,Andmax22-RJ,Andmax22-RJ,historical_public_nickname,false,false,1
cb_20021128_0103,2002-11-28,male,canalbarra_cadastros_20021128_male,103,,Andre______,Andre______,historical_public_nickname,false,false,1
cb_20021128_0104,2002-11-28,male,canalbarra_cadastros_20021128_male,104,,AndreJPA,AndreJPA,historical_public_nickname,false,false,1
cb_20021128_0105,2002-11-28,male,canalbarra_cadastros_20021128_male,105,,Andrezim,Andrezim,historical_public_nickname,false,false,1
cb_20021128_0106,2002-11-28,male,canalbarra_cadastros_20021128_male,106,,Angelino Julio,Angelino Julio,historical_public_nickname,false,false,1
cb_20021128_0107,2002-11-28,male,canalbarra_cadastros_20021128_male,107,,anjinho do leblon,anjinho do leblon,historical_public_nickname,false,false,1
cb_20021128_0108,2002-11-28,male,canalbarra_cadastros_20021128_male,108,,ANJO_A_E,ANJO_A_E,historical_public_nickname,false,false,1
cb_20021128_0109,2002-11-28,male,canalbarra_cadastros_20021128_male,109,,Anjo_do__SuRf,Anjo_do__SuRf,historical_public_nickname,false,false,1
cb_20021128_0110,2002-11-28,male,canalbarra_cadastros_20021128_male,110,,AnJo_ReCrEiO,AnJo_ReCrEiO,historical_public_nickname,false,false,1
cb_20021128_0111,2002-11-28,male,canalbarra_cadastros_20021128_male,111,,Ap0c,Ap0c,historical_public_nickname,false,false,1
cb_20021128_0112,2002-11-28,male,canalbarra_cadastros_20021128_male,112,,ApenaS_Esperto,ApenaS_Esperto,historical_public_nickname,false,false,1
cb_20021128_0113,2002-11-28,male,canalbarra_cadastros_20021128_male,113,,Apollo RJ,Apollo RJ,historical_public_nickname,false,false,1
cb_20021128_0114,2002-11-28,male,canalbarra_cadastros_20021128_male,114,,Aratanha,Aratanha,historical_public_nickname,false,false,1
cb_20021128_0115,2002-11-28,male,canalbarra_cadastros_20021128_male,115,,Ariano26zs,Ariano26zs,historical_public_nickname,false,false,1
cb_20021128_0116,2002-11-28,male,canalbarra_cadastros_20021128_male,116,,Arkilon,Arkilon,historical_public_nickname,false,false,1
cb_20021128_0117,2002-11-28,male,canalbarra_cadastros_20021128_male,117,,Arnold_Sw,Arnold_Sw,historical_public_nickname,false,false,1
cb_20021128_0118,2002-11-28,male,canalbarra_cadastros_20021128_male,118,,ArrozZ,ArrozZ,historical_public_nickname,false,false,1
cb_20021128_0119,2002-11-28,male,canalbarra_cadastros_20021128_male,119,,Arthur,Arthur,historical_public_nickname,false,false,1
cb_20021128_0120,2002-11-28,male,canalbarra_cadastros_20021128_male,120,,Arthur_Barra,Arthur_Barra,historical_public_nickname,false,false,1
cb_20021128_0121,2002-11-28,male,canalbarra_cadastros_20021128_male,121,,ASKABULL,ASKABULL,historical_public_nickname,false,false,1
cb_20021128_0122,2002-11-28,male,canalbarra_cadastros_20021128_male,122,,AugustoCesar,AugustoCesar,historical_public_nickname,false,false,1
cb_20021128_0123,2002-11-28,male,canalbarra_cadastros_20021128_male,123,,Avatarado,Avatarado,historical_public_nickname,false,false,1
cb_20021128_0124,2002-11-28,male,canalbarra_cadastros_20021128_male,124,,AXL ROSE-RJ,AXL ROSE-RJ,historical_public_nickname,false,false,1
cb_20021128_0125,2002-11-28,male,canalbarra_cadastros_20021128_male,125,,ayrez^tha^dexman,ayrez^tha^dexman,historical_public_nickname,false,false,1
cb_20021128_0126,2002-11-28,male,canalbarra_cadastros_20021128_male,126,,Azzarro-RJ,Azzarro-RJ,historical_public_nickname,false,false,1
cb_20021128_0127,2002-11-28,male,canalbarra_cadastros_20021128_male,127,,AzzEitoNNa_RJ,AzzEitoNNa_RJ,historical_public_nickname,false,false,1
cb_20021128_0128,2002-11-28,male,canalbarra_cadastros_20021128_male,128,,BAD(\ /)BOY,BAD(\ /)BOY,historical_public_nickname,false,false,1
cb_20021128_0129,2002-11-28,male,canalbarra_cadastros_20021128_male,129,,BadCoyote,BadCoyote,historical_public_nickname,false,false,1
cb_20021128_0130,2002-11-28,male,canalbarra_cadastros_20021128_male,130,,badguy-,badguy-,historical_public_nickname,false,false,1
cb_20021128_0131,2002-11-28,male,canalbarra_cadastros_20021128_male,131,,Baiano,Baiano,historical_public_nickname,false,false,1
cb_20021128_0132,2002-11-28,male,canalbarra_cadastros_20021128_male,132,,Ballantines,Ballantines,historical_public_nickname,false,false,1
cb_20021128_0133,2002-11-28,male,canalbarra_cadastros_20021128_male,133,,Bam_Bam_U1000D,Bam_Bam_U1000D,historical_public_nickname,false,false,1
cb_20021128_0134,2002-11-28,male,canalbarra_cadastros_20021128_male,134,,Bandido,Bandido,historical_public_nickname,false,false,1
cb_20021128_0135,2002-11-28,male,canalbarra_cadastros_20021128_male,135,,BANDIDO RJ,BANDIDO RJ,historical_public_nickname,false,false,1
cb_20021128_0136,2002-11-28,male,canalbarra_cadastros_20021128_male,136,,BANDIT1,BANDIT1,historical_public_nickname,false,false,1
cb_20021128_0137,2002-11-28,male,canalbarra_cadastros_20021128_male,137,,bArMaN-jOaO,bArMaN-jOaO,historical_public_nickname,false,false,1
cb_20021128_0138,2002-11-28,male,canalbarra_cadastros_20021128_male,138,,baroni,baroni,historical_public_nickname,false,false,1
cb_20021128_0139,2002-11-28,male,canalbarra_cadastros_20021128_male,139,,BaSsEt_BaRrA,BaSsEt_BaRrA,historical_public_nickname,false,false,1
cb_20021128_0140,2002-11-28,male,canalbarra_cadastros_20021128_male,140,,Baterista,Baterista,historical_public_nickname,false,false,1
cb_20021128_0141,2002-11-28,male,canalbarra_cadastros_20021128_male,141,,BcS-TuTu,BcS-TuTu,historical_public_nickname,false,false,1
cb_20021128_0142,2002-11-28,male,canalbarra_cadastros_20021128_male,142,,BeastMan_RJ,BeastMan_RJ,historical_public_nickname,false,false,1
cb_20021128_0143,2002-11-28,male,canalbarra_cadastros_20021128_male,143,,BeAViS,BeAViS,historical_public_nickname,false,false,1
cb_20021128_0144,2002-11-28,male,canalbarra_cadastros_20021128_male,144,,bEbUmm,bEbUmm,historical_public_nickname,false,false,1
cb_20021128_0145,2002-11-28,male,canalbarra_cadastros_20021128_male,145,,Beijar_na_Boca,Beijar_na_Boca,historical_public_nickname,false,false,1
cb_20021128_0146,2002-11-28,male,canalbarra_cadastros_20021128_male,146,,Belfort,Belfort,historical_public_nickname,false,false,1
cb_20021128_0147,2002-11-28,male,canalbarra_cadastros_20021128_male,147,,BeLfOrT-Rj,BeLfOrT-Rj,historical_public_nickname,false,false,1
cb_20021128_0148,2002-11-28,male,canalbarra_cadastros_20021128_male,148,,BELO_DA_TARDE-17,BELO_DA_TARDE-17,historical_public_nickname,false,false,1
cb_20021128_0149,2002-11-28,male,canalbarra_cadastros_20021128_male,149,,BernardoGatoSarado,BernardoGatoSarado,historical_public_nickname,false,false,1
cb_20021128_0150,2002-11-28,male,canalbarra_cadastros_20021128_male,150,,beto_tj,beto_tj,historical_public_nickname,false,false,1
cb_20021128_0151,2002-11-28,male,canalbarra_cadastros_20021128_male,151,,Betorj,Betorj,historical_public_nickname,false,false,1
cb_20021128_0152,2002-11-28,male,canalbarra_cadastros_20021128_male,152,,beto-RJ,beto-RJ,historical_public_nickname,false,false,1
cb_20021128_0153,2002-11-28,male,canalbarra_cadastros_20021128_male,153,,Bezinho,Bezinho,historical_public_nickname,false,false,1
cb_20021128_0154,2002-11-28,male,canalbarra_cadastros_20021128_male,154,,Biano - vp,Biano - vp,historical_public_nickname,false,false,1
cb_20021128_0155,2002-11-28,male,canalbarra_cadastros_20021128_male,155,,Biano_vp,Biano_vp,historical_public_nickname,false,false,1
cb_20021128_0156,2002-11-28,male,canalbarra_cadastros_20021128_male,156,,Bibino,Bibino,historical_public_nickname,false,false,1
cb_20021128_0157,2002-11-28,male,canalbarra_cadastros_20021128_male,157,,Biel,Biel,historical_public_nickname,false,false,2
cb_20021128_0158,2002-11-28,male,canalbarra_cadastros_20021128_male,158,,Biel,Biel,historical_public_nickname,false,false,2
cb_20021128_0159,2002-11-28,male,canalbarra_cadastros_20021128_male,159,,bIg_recreIo,bIg_recreIo,historical_public_nickname,false,false,1
cb_20021128_0160,2002-11-28,male,canalbarra_cadastros_20021128_male,160,,BignatO,BignatO,historical_public_nickname,false,false,1
cb_20021128_0161,2002-11-28,male,canalbarra_cadastros_20021128_male,161,,bigorna_rj,bigorna_rj,historical_public_nickname,false,false,1
cb_20021128_0162,2002-11-28,male,canalbarra_cadastros_20021128_male,162,,Binho_ViP,Binho_ViP,historical_public_nickname,false,false,1
cb_20021128_0163,2002-11-28,male,canalbarra_cadastros_20021128_male,163,,binho-recreio,binho-recreio,historical_public_nickname,false,false,1
cb_20021128_0164,2002-11-28,male,canalbarra_cadastros_20021128_male,164,,BIOCONE,BIOCONE,historical_public_nickname,false,false,1
cb_20021128_0165,2002-11-28,male,canalbarra_cadastros_20021128_male,165,,Biscoito20,Biscoito20,historical_public_nickname,false,false,1
cb_20021128_0166,2002-11-28,male,canalbarra_cadastros_20021128_male,166,,BiSkRok,BiSkRok,historical_public_nickname,false,false,1
cb_20021128_0167,2002-11-28,male,canalbarra_cadastros_20021128_male,167,,BlackBird,BlackBird,historical_public_nickname,false,false,1
cb_20021128_0168,2002-11-28,male,canalbarra_cadastros_20021128_male,168,,BlackStyler,BlackStyler,historical_public_nickname,false,false,1
cb_20021128_0169,2002-11-28,male,canalbarra_cadastros_20021128_male,169,,Bob,Bob,historical_public_nickname,false,false,1
cb_20021128_0170,2002-11-28,male,canalbarra_cadastros_20021128_male,170,,Bodyboard-21,Bodyboard-21,historical_public_nickname,false,false,1
cb_20021128_0171,2002-11-28,male,canalbarra_cadastros_20021128_male,171,,BoDyBoArDeR-JpA,BoDyBoArDeR-JpA,historical_public_nickname,false,false,1
cb_20021128_0172,2002-11-28,male,canalbarra_cadastros_20021128_male,172,,Bollado,Bollado,historical_public_nickname,false,false,1
cb_20021128_0173,2002-11-28,male,canalbarra_cadastros_20021128_male,173,,BOMMBARRA,BOMMBARRA,historical_public_nickname,false,false,1
cb_20021128_0174,2002-11-28,male,canalbarra_cadastros_20021128_male,174,,BooM,BooM,historical_public_nickname,false,false,1
cb_20021128_0175,2002-11-28,male,canalbarra_cadastros_20021128_male,175,,boyfromipanema,boyfromipanema,historical_public_nickname,false,false,1
cb_20021128_0176,2002-11-28,male,canalbarra_cadastros_20021128_male,176,,Boy-RJ,Boy-RJ,historical_public_nickname,false,false,1
cb_20021128_0177,2002-11-28,male,canalbarra_cadastros_20021128_male,177,,BPM,BPM,historical_public_nickname,false,false,1
cb_20021128_0178,2002-11-28,male,canalbarra_cadastros_20021128_male,178,,BRA_BARRA_RJ,BRA_BARRA_RJ,historical_public_nickname,false,false,1
cb_20021128_0179,2002-11-28,male,canalbarra_cadastros_20021128_male,179,,Brazucany,Brazucany,historical_public_nickname,false,false,1
cb_20021128_0180,2002-11-28,male,canalbarra_cadastros_20021128_male,180,,BREMER,BREMER,historical_public_nickname,false,false,1
cb_20021128_0181,2002-11-28,male,canalbarra_cadastros_20021128_male,181,,BrIaN`BoLaDaO`CSM,BrIaN`BoLaDaO`CSM,historical_public_nickname,false,false,1
cb_20021128_0182,2002-11-28,male,canalbarra_cadastros_20021128_male,182,,bRonzE,bRonzE,historical_public_nickname,false,false,1
cb_20021128_0183,2002-11-28,male,canalbarra_cadastros_20021128_male,183,,BROTH'21'RJ,BROTH'21'RJ,historical_public_nickname,false,false,1
cb_20021128_0184,2002-11-28,male,canalbarra_cadastros_20021128_male,184,,bruninho19,bruninho19,historical_public_nickname,false,false,1
cb_20021128_0185,2002-11-28,male,canalbarra_cadastros_20021128_male,185,,Bruninho21,Bruninho21,historical_public_nickname,false,false,1
cb_20021128_0186,2002-11-28,male,canalbarra_cadastros_20021128_male,186,,BrunnoBarra,BrunnoBarra,historical_public_nickname,false,false,1
cb_20021128_0187,2002-11-28,male,canalbarra_cadastros_20021128_male,187,,Bruno,Bruno,historical_public_nickname,false,false,1
cb_20021128_0188,2002-11-28,male,canalbarra_cadastros_20021128_male,188,,Bruno JZT,Bruno JZT,historical_public_nickname,false,false,1
cb_20021128_0189,2002-11-28,male,canalbarra_cadastros_20021128_male,189,,Bruno_CAVAco,Bruno_CAVAco,historical_public_nickname,false,false,1
cb_20021128_0190,2002-11-28,male,canalbarra_cadastros_20021128_male,190,,BRuno|RJ,BRuno|RJ,historical_public_nickname,false,false,1
cb_20021128_0191,2002-11-28,male,canalbarra_cadastros_20021128_male,191,,brunoelite,brunoelite,historical_public_nickname,false,false,1
cb_20021128_0192,2002-11-28,male,canalbarra_cadastros_20021128_male,192,,BrunoIpanema,BrunoIpanema,historical_public_nickname,false,false,1
cb_20021128_0193,2002-11-28,male,canalbarra_cadastros_20021128_male,193,,BrunoLopes,BrunoLopes,historical_public_nickname,false,false,1
